2016-09-0212:00:00,-1,-1.,-15.,314.0,315.0
2016-09-0213:00:00,-1,-1.25,-16.25,315.0,316.25
2016-09-0214:00:00,-1, 1.25,-15.,316.25,315.0
2016-09-0215:00:00,1, 1.25,-13.75,315.0,316.25
2016-09-0216:00:00,-1, 1.,-12.75,316.25,315.25
2016-09-0217:00:00,-1,-0.5,-13.25,315.25,315.75
2016-09-0218:00:00,-1,-0.5,-13.75,315.75,316.25
2016-09-0219:00:00,-1,-0.,-13.75,316.25,316.25
2016-09-0601:00:00,-1, 1.25,-12.5,316.25,315.0
2016-09-0603:00:00,1, 1.25,-11.25,315.0,316.25
2016-09-0605:00:00,1,-0.25,-11.5,316.25,316.0
2016-09-0606:00:00,0,-0.,-11.5,316.0,315.75
2016-09-0607:00:00,1, 0.25,-11.25,315.75,316.0
2016-09-0609:00:00,-1, 1.,-10.25,316.0,315.0
2016-09-0611:00:00,-1, 0.5,-9.75,315.0,314.5
2016-09-0613:00:00,1,-0.5,-10.25,314.5,314.0
2016-09-0614:00:00,1, 1.25,-9.,314.0,315.25
2016-09-0615:00:00,1, 1.5,-7.5,315.25,316.75
2016-09-0616:00:00,-1, 2.5,-5.,316.75,314.25
2016-09-0617:00:00,1, 0.5,-4.5,314.25,314.75
2016-09-0618:00:00,-1,-1.75,-6.25,314.75,316.5
2016-09-0619:00:00,-1, 1.,-5.25,316.5,315.5
2016-09-0700:00:00,-1,-1.25,-6.5,315.5,316.75
2016-09-0701:00:00,1,-1.75,-8.25,316.75,315.0
2016-09-0702:00:00,1, 1.25,-7.,315.0,316.25
2016-09-0703:00:00,0, 0.,-7.,316.25,316.75
2016-09-0705:00:00,1, 0.5,-6.5,316.75,317.25
2016-09-0713:00:00,1, 1.5,-5.,317.25,318.75
2016-09-0714:00:00,1, 1.,-4.,318.75,319.75
2016-09-0715:00:00,-1, 0.5,-3.5,319.75,319.25
2016-09-0716:00:00,-1,-1.25,-4.75,319.25,320.5
2016-09-0718:00:00,-1,-0.,-4.75,320.5,320.5
2016-09-0719:00:00,-1,-1.5,-6.25,320.5,322.0
2016-09-0800:00:00,-1, 1.,-5.25,322.0,321.0
2016-09-0809:00:00,-1,-1.75,-7.,321.0,322.75
2016-09-0816:00:00,-1,-2.75,-9.75,322.75,325.5
2016-09-0817:00:00,1,-0.5,-10.25,325.5,325.0
2016-09-0818:00:00,-1,-1.25,-11.5,325.0,326.25
2016-09-0819:00:00,1, 0.,-11.5,326.25,326.25
2016-09-0823:00:00,0, 0.,-11.5,326.25,327.0
2016-09-0902:00:00,1,-1.,-12.5,327.0,326.0
2016-09-0909:00:00,-1, 0.25,-12.25,326.0,325.75
2016-09-0914:00:00,-1, 2.,-10.25,325.75,323.75
2016-09-0915:00:00,-1,-3.25,-13.5,323.75,327.0
2016-09-0916:00:00,1, 1.,-12.5,327.0,328.0
2016-09-0917:00:00,-1, 1.5,-11.,328.0,326.5
2016-09-0918:00:00,-1,-3.5,-14.5,326.5,330.0
2016-09-0919:00:00,-1, 1.,-13.5,330.0,329.0
2016-09-1201:00:00,1,-0.5,-14.,329.0,328.5
2016-09-1209:00:00,1, 0.25,-13.75,328.5,328.75
2016-09-1210:00:00,1, 0.5,-13.25,328.75,329.25
2016-09-1211:00:00,0, 0.,-13.25,329.25,329.25
2016-09-1214:00:00,1, 0.25,-13.,329.25,329.5
2016-09-1215:00:00,1,-0.25,-13.25,329.5,329.25
2016-09-1216:00:00,-1, 0.25,-13.,329.25,329.0
2016-09-1217:00:00,1,-2.5,-15.5,329.0,326.5
2016-09-1218:00:00,-1,-1.,-16.5,326.5,327.5
2016-09-1219:00:00,1, 2.,-14.5,327.5,329.5
2016-09-1223:00:00,-1, 0.25,-14.25,329.5,329.25
2016-09-1301:00:00,1,-0.25,-14.5,329.25,329.0
2016-09-1306:00:00,1, 1.,-13.5,329.0,330.0
2016-09-1307:00:00,1,-1.5,-15.,330.0,328.5
2016-09-1309:00:00,1,-0.5,-15.5,328.5,328.0
2016-09-1310:00:00,1,-0.5,-16.,328.0,327.5
2016-09-1311:00:00,1,-0.5,-16.5,327.5,327.0
2016-09-1312:00:00,1,-0.5,-17.,327.0,326.5
2016-09-1313:00:00,1,-1.5,-18.5,326.5,325.0
2016-09-1314:00:00,1, 0.5,-18.,325.0,325.5
2016-09-1315:00:00,1,-1.,-19.,325.5,324.5
2016-09-1316:00:00,1, 0.,-19.,324.5,324.5
2016-09-1317:00:00,-1, 1.5,-17.5,324.5,323.0
2016-09-1318:00:00,1,-1.75,-19.25,323.0,321.25
2016-09-1319:00:00,1,-1.,-20.25,321.25,320.25
2016-09-1323:00:00,1,-1.,-21.25,320.25,319.25
2016-09-1414:00:00,1,-1.25,-22.5,319.25,318.0
2016-09-1415:00:00,0, 0.,-22.5,318.0,318.75
2016-09-1416:00:00,1,-0.75,-23.25,318.75,318.0
2016-09-1506:00:00,1, 14.5,-8.75,318.0,332.5
2016-09-1507:00:00,0, 0.,-8.75,332.5,332.5
2016-09-1508:00:00,1, 0.75,-8.,332.5,333.25
2016-09-1509:00:00,0, 0.,-8.,333.25,334.0
2016-09-1510:00:00,-1, 0.25,-7.75,334.0,333.75
2016-09-1511:00:00,1,-1.,-8.75,333.75,332.75
2016-09-1512:00:00,-1, 0.5,-8.25,332.75,332.25
2016-09-1513:00:00,-1, 0.5,-7.75,332.25,331.75
2016-09-1514:00:00,-1, 1.25,-6.5,331.75,330.5
2016-09-1515:00:00,1,-1.25,-7.75,330.5,329.25
2016-09-1516:00:00,1,-1.,-8.75,329.25,328.25
2016-09-1517:00:00,-1,-0.5,-9.25,328.25,328.75
2016-09-1518:00:00,-1,-0.75,-10.,328.75,329.5
2016-09-1519:00:00,-1, 0.25,-9.75,329.5,329.25
2016-09-1600:00:00,1, 0.75,-9.,329.25,330.0
2016-09-1601:00:00,1,-1.25,-10.25,330.0,328.75
2016-09-1602:00:00,0, 0.,-10.25,328.75,329.25
2016-09-1603:00:00,0,-0.,-10.25,329.25,329.0
2016-09-1604:00:00,-1, 0.5,-9.75,329.0,328.5
2016-09-1605:00:00,1, 0.,-9.75,328.5,328.5
2016-09-1606:00:00,1, 0.5,-9.25,328.5,329.0
2016-09-1607:00:00,1, 0.,-9.25,329.0,329.0
2016-09-1608:00:00,1,-0.25,-9.5,329.0,328.75
2016-09-1609:00:00,0, 0.,-9.5,328.75,329.0
2016-09-1610:00:00,1,-0.25,-9.75,329.0,328.75
2016-09-1611:00:00,1,-0.25,-10.,328.75,328.5
2016-09-1612:00:00,1, 0.,-10.,328.5,328.5
2016-09-1613:00:00,1,-0.5,-10.5,328.5,328.0
